id_evento,volcan,region,fecha_evento,magnitud,nivel_peligro
1098,Tupungatito,Biobío,2023-01-02,5.99,Naranja
1099,Villarrica,Biobío,2023-01-03,3.04,Amarillo
1100,Osorno,Biobío,2023-01-04,4.79,Amarillo
1101,Llaima,Los Lagos,2023-01-05,7.57,Naranja
1102,Villarrica,Maule,2023-01-06,4.44,Verde
1103,Villarrica,Metropolitana,2023-01-07,6.9,Amarillo
1104,Calbuco,Biobío,2023-01-08,2.77,Amarillo
1105,Nevados de Chillán,Los Lagos,2023-01-09,6.83,Amarillo
1106,Nevados de Chillán,Araucanía,2023-01-10,7.3,Rojo
1107,Calbuco,Araucanía,2023-01-11,4.59,Naranja
1108,Calbuco,Araucanía,2023-01-12,2.87,Verde
1109,Llaima,Araucanía,2023-01-13,5.26,Naranja
1110,Llaima,Maule,2023-01-14,4.68,Verde
1111,Villarrica,Los Lagos,2023-01-15,3.13,Amarillo
1112,Villarrica,Biobío,2023-01-16,3.71,Amarillo
1113,Lonquimay,Araucanía,2023-01-17,5.87,Rojo
1114,Lonquimay,Metropolitana,2023-01-18,7.1,Naranja
1115,Villarrica,Metropolitana,2023-01-19,3.19,Verde
1116,Villarrica,Los Lagos,2023-01-20,7.01,Amarillo
1117,Lonquimay,Metropolitana,2023-01-21,5.27,Verde
1118,Llaima,Los Lagos,2023-01-22,1.05,Verde
1119,Villarrica,Araucanía,2023-01-23,6.49,Amarillo
1120,Osorno,Biobío,2023-01-24,7.33,Amarillo
1121,Tupungatito,Los Lagos,2023-01-25,6.92,Amarillo
1122,Llaima,Biobío,2023-01-26,3.41,Verde
1123,Tupungatito,Metropolitana,2023-01-27,1.2,Amarillo
1124,Calbuco,Biobío,2023-01-28,2.53,Amarillo
1125,Llaima,Los Lagos,2023-01-29,3.79,Naranja
1126,Llaima,Maule,2023-01-30,4.07,Naranja
1127,Nevados de Chillán,Biobío,2023-01-31,3.52,Amarillo
1128,Tupungatito,Los Lagos,2023-02-01,4.65,Verde
1129,Villarrica,Metropolitana,2023-02-02,6.28,Verde
1130,Villarrica,Araucanía,2023-02-03,7.16,Verde
1131,Villarrica,Metropolitana,2023-02-04,1.67,Verde
1132,Villarrica,Araucanía,2023-02-05,4.35,Amarillo
1133,Osorno,Araucanía,2023-02-06,2.78,Amarillo
1134,Villarrica,Los Lagos,2023-02-07,6.6,Naranja
1135,Tupungatito,Maule,2023-02-08,2.77,Verde
1136,Calbuco,Metropolitana,2023-02-09,7.23,Naranja
1137,Osorno,Los Lagos,2023-02-10,5.3,Verde
1138,Llaima,Maule,2023-02-11,5.8,Verde
1139,Llaima,Metropolitana,2023-02-12,3.06,Verde
1140,Lonquimay,Araucanía,2023-02-13,3.4,Verde
1141,Nevados de Chillán,Araucanía,2023-02-14,7.88,Verde
1142,Tupungatito,Metropolitana,2023-02-15,4.77,Naranja
1143,Osorno,Araucanía,2023-02-16,6.14,Amarillo
1144,Tupungatito,Biobío,2023-02-17,3.94,Naranja
1145,Villarrica,Biobío,2023-02-18,5.71,Amarillo
1146,Lonquimay,Maule,2023-02-19,2.11,Verde
1147,Lonquimay,Metropolitana,2023-02-20,6.55,Verde
1148,Lonquimay,Los Lagos,2023-02-21,5.55,Amarillo
1149,Villarrica,Biobío,2023-02-22,6.57,Amarillo
1150,Tupungatito,Biobío,2023-02-23,5.46,Amarillo
1151,Llaima,Araucanía,2023-02-24,6.54,Amarillo
1152,Llaima,Araucanía,2023-02-25,3.62,Naranja
1153,Lonquimay,Los Lagos,2023-02-26,2.88,Amarillo
1154,Nevados de Chillán,Los Lagos,2023-02-27,6.96,Verde
1155,Calbuco,Biobío,2023-02-28,3.63,Amarillo
1156,Lonquimay,Biobío,2023-03-01,2.23,Amarillo
1157,Nevados de Chillán,Metropolitana,2023-03-02,1.58,Verde
1158,Nevados de Chillán,Maule,2023-03-03,3.73,Naranja
1159,Tupungatito,Biobío,2023-03-04,2.32,Amarillo
1160,Llaima,Metropolitana,2023-03-05,5.15,Verde
1161,Tupungatito,Biobío,2023-03-06,3.69,Verde
1162,Nevados de Chillán,Metropolitana,2023-03-07,4.46,Amarillo
1163,Villarrica,Maule,2023-03-08,4.67,Naranja
1164,Tupungatito,Biobío,2023-03-09,6.78,Naranja
1165,Villarrica,Maule,2023-03-10,5.85,Naranja
1166,Osorno,Maule,2023-03-11,3.98,Amarillo
1167,Osorno,Metropolitana,2023-03-12,2.78,Amarillo
1168,Villarrica,Metropolitana,2023-03-13,7.74,Naranja
1169,Villarrica,Maule,2023-03-14,3.55,Rojo
1170,Nevados de Chillán,Biobío,2023-03-15,3.64,Amarillo
1171,Villarrica,Maule,2023-03-16,1.3,Amarillo
1172,Calbuco,Metropolitana,2023-03-17,4.67,Verde
1173,Osorno,Los Lagos,2023-03-18,2.69,Amarillo
1174,Lonquimay,Los Lagos,2023-03-19,7.65,Naranja
1175,Nevados de Chillán,Araucanía,2023-03-20,6.46,Amarillo
1176,Llaima,Biobío,2023-03-21,4.65,Verde
1177,Osorno,Biobío,2023-03-22,1.97,Verde
1178,Lonquimay,Biobío,2023-03-23,5.55,Amarillo
1179,Calbuco,Maule,2023-03-24,7.74,Rojo
1180,Nevados de Chillán,Metropolitana,2023-03-25,5.3,Amarillo
1181,Osorno,Araucanía,2023-03-26,3.31,Amarillo
1182,Lonquimay,Metropolitana,2023-03-27,3.74,Verde
1183,Calbuco,Los Lagos,2023-03-28,5.05,Verde
1184,Osorno,Biobío,2023-03-29,1.47,Amarillo
1185,Nevados de Chillán,Araucanía,2023-03-30,6.47,Verde
1186,Tupungatito,Araucanía,2023-03-31,3.19,Verde
1187,Nevados de Chillán,Maule,2023-04-01,4.93,Naranja
1188,Villarrica,Metropolitana,2023-04-02,1.76,Naranja
1189,Llaima,Biobío,2023-04-03,4.56,Naranja
1190,Lonquimay,Araucanía,2023-04-04,7.47,Amarillo
1191,Calbuco,Biobío,2023-04-05,3.66,Rojo
1192,Tupungatito,Metropolitana,2023-04-06,7.39,Verde
1193,Osorno,Biobío,2023-04-07,2.75,Verde
1194,Lonquimay,Maule,2023-04-08,3.74,Verde
1195,Villarrica,Araucanía,2023-04-09,4.61,Verde
1196,Tupungatito,Araucanía,2023-04-10,7.25,Rojo
1197,Nevados de Chillán,Araucanía,2023-04-11,3.28,Naranja
1198,Llaima,Los Lagos,2023-04-12,6.43,Verde
1199,Villarrica,Maule,2023-04-13,6.37,Amarillo
1200,Nevados de Chillán,Maule,2023-04-14,7.87,Amarillo
1201,Villarrica,Maule,2023-04-15,2.95,Amarillo
1202,Tupungatito,Araucanía,2023-04-16,2.97,Amarillo
1203,Osorno,Los Lagos,2023-04-17,5.69,Verde
1204,Calbuco,Los Lagos,2023-04-18,3.66,Verde
1205,Llaima,Biobío,2023-04-19,7.47,Amarillo
1206,Lonquimay,Maule,2023-04-20,7.38,Naranja
1207,Villarrica,Los Lagos,2023-04-21,4.36,Amarillo
1208,Tupungatito,Los Lagos,2023-04-22,4.49,Verde
1209,Nevados de Chillán,Araucanía,2023-04-23,2.09,Verde
1210,Nevados de Chillán,Los Lagos,2023-04-24,6.95,Verde
1211,Calbuco,Maule,2023-04-25,2.34,Verde
1212,Villarrica,Maule,2023-04-26,4.04,Amarillo
1213,Osorno,Biobío,2023-04-27,7.85,Verde
1214,Nevados de Chillán,Los Lagos,2023-04-28,3.62,Amarillo
1215,Lonquimay,Biobío,2023-04-29,6.32,Naranja
1216,Lonquimay,Los Lagos,2023-04-30,3.7,Verde
1217,Calbuco,Maule,2023-05-01,3.82,Verde
1218,Calbuco,Biobío,2023-05-02,2.0,Amarillo
1219,Llaima,Metropolitana,2023-05-03,3.1,Verde
1220,Nevados de Chillán,Maule,2023-05-04,3.25,Amarillo
1221,Calbuco,Metropolitana,2023-05-05,6.71,Amarillo
1222,Calbuco,Maule,2023-05-06,1.64,Naranja
1223,Calbuco,Biobío,2023-05-07,4.9,Amarillo
1224,Lonquimay,Metropolitana,2023-05-08,7.9,Verde
1225,Calbuco,Los Lagos,2023-05-09,1.94,Naranja
1226,Llaima,Biobío,2023-05-10,2.47,Amarillo
1227,Calbuco,Araucanía,2023-05-11,7.6,Verde
1228,Lonquimay,Araucanía,2023-05-12,7.84,Naranja
1229,Villarrica,Los Lagos,2023-05-13,3.25,Verde
1230,Lonquimay,Los Lagos,2023-05-14,7.03,Rojo
1231,Llaima,Los Lagos,2023-05-15,1.96,Verde
1232,Villarrica,Metropolitana,2023-05-16,5.34,Rojo
1233,Villarrica,Maule,2023-05-17,6.78,Naranja
1234,Llaima,Los Lagos,2023-05-18,4.83,Verde
1235,Osorno,Maule,2023-05-19,6.31,Rojo
1236,Villarrica,Maule,2023-05-20,4.44,Naranja
1237,Tupungatito,Maule,2023-05-21,4.0,Verde
1238,Tupungatito,Metropolitana,2023-05-22,6.42,Verde
1239,Osorno,Araucanía,2023-05-23,1.61,Verde
1240,Calbuco,Biobío,2023-05-24,7.88,Naranja
1241,Llaima,Metropolitana,2023-05-25,1.33,Amarillo
1242,Nevados de Chillán,Metropolitana,2023-05-26,7.78,Amarillo
1243,Llaima,Araucanía,2023-05-27,3.1,Amarillo
1244,Nevados de Chillán,Biobío,2023-05-28,1.11,Naranja
1245,Osorno,Araucanía,2023-05-29,2.12,Verde
1246,Osorno,Los Lagos,2023-05-30,7.09,Verde
1247,Osorno,Los Lagos,2023-05-31,4.64,Verde
1248,Osorno,Los Lagos,2023-06-01,6.22,Naranja
1249,Nevados de Chillán,Maule,2023-06-02,2.01,Amarillo
1250,Llaima,Maule,2023-06-03,1.23,Amarillo
1251,Villarrica,Los Lagos,2023-06-04,7.39,Amarillo
1252,Llaima,Metropolitana,2023-06-05,3.37,Verde
1253,Villarrica,Biobío,2023-06-06,1.7,Rojo
1254,Nevados de Chillán,Araucanía,2023-06-07,2.39,Verde
1255,Calbuco,Araucanía,2023-06-08,4.84,Verde
1256,Lonquimay,Araucanía,2023-06-09,6.14,Verde
1257,Lonquimay,Biobío,2023-06-10,7.91,Naranja
1258,Lonquimay,Maule,2023-06-11,5.14,Verde
1259,Osorno,Metropolitana,2023-06-12,2.76,Verde
1260,Tupungatito,Maule,2023-06-13,6.56,Rojo
1261,Llaima,Araucanía,2023-06-14,2.78,Amarillo
1262,Villarrica,Metropolitana,2023-06-15,4.83,Verde
1263,Villarrica,Araucanía,2023-06-16,6.19,Verde
1264,Calbuco,Maule,2023-06-17,2.24,Naranja
1265,Tupungatito,Biobío,2023-06-18,1.82,Verde
1266,Tupungatito,Araucanía,2023-06-19,4.03,Amarillo
1267,Villarrica,Biobío,2023-06-20,3.76,Verde
1268,Tupungatito,Los Lagos,2023-06-21,7.76,Verde
1269,Villarrica,Los Lagos,2023-06-22,3.91,Verde
1270,Osorno,Metropolitana,2023-06-23,5.94,Verde
1271,Villarrica,Metropolitana,2023-06-24,4.95,Verde
1272,Nevados de Chillán,Metropolitana,2023-06-25,7.29,Naranja
1273,Lonquimay,Maule,2023-06-26,4.0,Amarillo
1274,Calbuco,Maule,2023-06-27,4.55,Amarillo
1275,Calbuco,Metropolitana,2023-06-28,4.31,Amarillo
1276,Tupungatito,Los Lagos,2023-06-29,3.34,Verde
1277,Nevados de Chillán,Metropolitana,2023-06-30,1.81,Naranja
1278,Llaima,Metropolitana,2023-07-01,1.22,Verde
1279,Lonquimay,Metropolitana,2023-07-02,7.26,Verde
1280,Osorno,Araucanía,2023-07-03,6.54,Verde
1281,Calbuco,Maule,2023-07-04,1.63,Verde
1282,Calbuco,Maule,2023-07-05,1.67,Amarillo
1283,Osorno,Metropolitana,2023-07-06,5.64,Naranja
1284,Lonquimay,Araucanía,2023-07-07,5.24,Verde
1285,Tupungatito,Maule,2023-07-08,6.55,Naranja
1286,Lonquimay,Biobío,2023-07-09,4.16,Verde
1287,Tupungatito,Araucanía,2023-07-10,1.79,Amarillo
1288,Lonquimay,Maule,2023-07-11,1.53,Naranja
1289,Calbuco,Maule,2023-07-12,6.61,Verde
1290,Calbuco,Metropolitana,2023-07-13,3.77,Naranja
1291,Villarrica,Metropolitana,2023-07-14,2.3,Amarillo
1292,Lonquimay,Araucanía,2023-07-15,4.68,Verde
1293,Tupungatito,Metropolitana,2023-07-16,6.24,Amarillo
1294,Osorno,Metropolitana,2023-07-17,1.79,Amarillo
1295,Llaima,Biobío,2023-07-18,4.64,Rojo
1296,Lonquimay,Metropolitana,2023-07-19,5.21,Verde
1297,Calbuco,Metropolitana,2023-07-20,5.56,Amarillo
1298,Lonquimay,Araucanía,2023-07-21,1.33,Amarillo
1299,Tupungatito,Maule,2023-07-22,7.77,Amarillo
1300,Osorno,Biobío,2023-07-23,5.48,Rojo
1301,Tupungatito,Maule,2023-07-24,7.57,Amarillo
1302,Villarrica,Maule,2023-07-25,3.63,Verde
1303,Nevados de Chillán,Araucanía,2023-07-26,4.46,Verde
1304,Calbuco,Metropolitana,2023-07-27,4.76,Amarillo
1305,Lonquimay,Los Lagos,2023-07-28,2.72,Verde
1306,Nevados de Chillán,Biobío,2023-07-29,5.33,Verde
1307,Nevados de Chillán,Maule,2023-07-30,2.68,Verde
1308,Lonquimay,Araucanía,2023-07-31,5.23,Amarillo
1309,Lonquimay,Biobío,2023-08-01,2.51,Verde
1310,Nevados de Chillán,Araucanía,2023-08-02,6.47,Verde
1311,Llaima,Metropolitana,2023-08-03,6.7,Verde
1312,Osorno,Maule,2023-08-04,3.07,Rojo
1313,Lonquimay,Araucanía,2023-08-05,3.86,Amarillo
1314,Villarrica,Los Lagos,2023-08-06,2.9,Amarillo
1315,Osorno,Metropolitana,2023-08-07,5.93,Verde
1316,Lonquimay,Maule,2023-08-08,7.86,Verde
1317,Llaima,Biobío,2023-08-09,3.06,Verde
1318,Llaima,Los Lagos,2023-08-10,5.99,Verde
1319,Llaima,Biobío,2023-08-11,4.65,Amarillo
1320,Nevados de Chillán,Los Lagos,2023-08-12,4.45,Amarillo
1321,Lonquimay,Metropolitana,2023-08-13,5.91,Verde
1322,Villarrica,Los Lagos,2023-08-14,6.6,Verde
1323,Nevados de Chillán,Biobío,2023-08-15,7.02,Verde
1324,Nevados de Chillán,Maule,2023-08-16,4.81,Amarillo
1325,Nevados de Chillán,Los Lagos,2023-08-17,5.31,Verde
1326,Nevados de Chillán,Maule,2023-08-18,4.62,Verde
1327,Calbuco,Maule,2023-08-19,2.96,Naranja
1328,Calbuco,Biobío,2023-08-20,5.85,Verde
1329,Llaima,Biobío,2023-08-21,4.07,Amarillo
1330,Nevados de Chillán,Biobío,2023-08-22,5.15,Naranja
1331,Llaima,Los Lagos,2023-08-23,6.72,Verde
1332,Osorno,Araucanía,2023-08-24,1.06,Verde
1333,Nevados de Chillán,Biobío,2023-08-25,4.56,Verde
1334,Calbuco,Metropolitana,2023-08-26,4.99,Amarillo
1335,Lonquimay,Los Lagos,2023-08-27,2.22,Amarillo
1336,Tupungatito,Araucanía,2023-08-28,7.08,Verde
1337,Lonquimay,Los Lagos,2023-08-29,2.41,Verde
1338,Llaima,Metropolitana,2023-08-30,5.46,Amarillo
1339,Nevados de Chillán,Maule,2023-08-31,2.47,Naranja
1340,Lonquimay,Biobío,2023-09-01,7.33,Amarillo
1341,Osorno,Metropolitana,2023-09-02,2.2,Verde
1342,Lonquimay,Biobío,2023-09-03,5.84,Verde
1343,Calbuco,Los Lagos,2023-09-04,1.59,Verde
1344,Tupungatito,Metropolitana,2023-09-05,3.41,Verde
1345,Llaima,Biobío,2023-09-06,6.19,Verde
1346,Villarrica,Biobío,2023-09-07,2.88,Verde
1347,Villarrica,Los Lagos,2023-09-08,3.82,Naranja
1348,Llaima,Los Lagos,2023-09-09,5.57,Amarillo
1349,Lonquimay,Metropolitana,2023-09-10,6.68,Amarillo
1350,Nevados de Chillán,Araucanía,2023-09-11,5.95,Amarillo
1351,Tupungatito,Araucanía,2023-09-12,4.61,Verde
1352,Osorno,Los Lagos,2023-09-13,6.33,Naranja
1353,Tupungatito,Araucanía,2023-09-14,4.19,Rojo
1354,Llaima,Araucanía,2023-09-15,3.5,Verde
1355,Calbuco,Metropolitana,2023-09-16,3.39,Naranja
1356,Tupungatito,Araucanía,2023-09-17,3.21,Verde
1357,Tupungatito,Los Lagos,2023-09-18,3.07,Verde
1358,Villarrica,Biobío,2023-09-19,6.92,Verde
1359,Osorno,Metropolitana,2023-09-20,7.2,Amarillo
1360,Tupungatito,Biobío,2023-09-21,5.23,Verde
1361,Osorno,Araucanía,2023-09-22,7.85,Verde
1362,Osorno,Metropolitana,2023-09-23,4.77,Verde
1363,Calbuco,Metropolitana,2023-09-24,5.69,Verde
1364,Osorno,Los Lagos,2023-09-25,2.88,Verde
1365,Osorno,Araucanía,2023-09-26,2.03,Verde
1366,Llaima,Araucanía,2023-09-27,7.75,Amarillo
1367,Nevados de Chillán,Metropolitana,2023-09-28,6.43,Amarillo
1368,Llaima,Maule,2023-09-29,1.8,Naranja
1369,Villarrica,Araucanía,2023-09-30,4.66,Amarillo
1370,Calbuco,Biobío,2023-10-01,5.38,Verde
1371,Llaima,Maule,2023-10-02,4.94,Amarillo
1372,Osorno,Biobío,2023-10-03,4.34,Rojo
1373,Lonquimay,Metropolitana,2023-10-04,6.92,Verde
1374,Calbuco,Biobío,2023-10-05,1.86,Naranja
1375,Osorno,Maule,2023-10-06,6.43,Amarillo
1376,Lonquimay,Metropolitana,2023-10-07,1.36,Rojo
1377,Llaima,Maule,2023-10-08,1.6,Amarillo
1378,Lonquimay,Los Lagos,2023-10-09,4.92,Verde
1379,Lonquimay,Araucanía,2023-10-10,4.85,Verde
1380,Villarrica,Maule,2023-10-11,3.55,Rojo
1381,Tupungatito,Biobío,2023-10-12,1.55,Amarillo
1382,Lonquimay,Los Lagos,2023-10-13,6.09,Amarillo
1383,Villarrica,Araucanía,2023-10-14,1.15,Amarillo
1384,Llaima,Maule,2023-10-15,3.7,Naranja
1385,Lonquimay,Maule,2023-10-16,4.02,Verde
1386,Tupungatito,Los Lagos,2023-10-17,3.61,Amarillo
1387,Villarrica,Biobío,2023-10-18,2.84,Verde
1388,Llaima,Araucanía,2023-10-19,6.3,Verde
1389,Calbuco,Metropolitana,2023-10-20,1.87,Verde
1390,Llaima,Los Lagos,2023-10-21,3.52,Amarillo
1391,Osorno,Los Lagos,2023-10-22,6.9,Naranja
1392,Villarrica,Biobío,2023-10-23,2.66,Amarillo
1393,Villarrica,Araucanía,2023-10-24,6.83,Naranja
1394,Osorno,Maule,2023-10-25,5.38,Verde
1395,Llaima,Metropolitana,2023-10-26,6.59,Naranja
1396,Lonquimay,Maule,2023-10-27,7.12,Amarillo
1397,Lonquimay,Los Lagos,2023-10-28,1.96,Naranja
1398,Llaima,Araucanía,2023-10-29,5.7,Amarillo
1399,Lonquimay,Los Lagos,2023-10-30,1.83,Amarillo
1400,Lonquimay,Biobío,2023-10-31,7.64,Verde
1401,Osorno,Maule,2023-11-01,7.91,Verde
1402,Tupungatito,Metropolitana,2023-11-02,1.64,Verde
1403,Tupungatito,Maule,2023-11-03,5.29,Rojo
1404,Villarrica,Los Lagos,2023-11-04,1.57,Amarillo
1405,Tupungatito,Araucanía,2023-11-05,4.5,Verde
1406,Nevados de Chillán,Biobío,2023-11-06,5.28,Verde
1407,Osorno,Los Lagos,2023-11-07,7.34,Amarillo
1408,Llaima,Metropolitana,2023-11-08,1.55,Amarillo
1409,Calbuco,Maule,2023-11-09,3.94,Naranja
1410,Calbuco,Los Lagos,2023-11-10,6.0,Amarillo
1411,Nevados de Chillán,Araucanía,2023-11-11,5.12,Naranja
1412,Lonquimay,Los Lagos,2023-11-12,4.71,Verde
1413,Tupungatito,Metropolitana,2023-11-13,1.49,Amarillo
1414,Calbuco,Araucanía,2023-11-14,4.28,Amarillo
1415,Tupungatito,Biobío,2023-11-15,3.23,Amarillo
1416,Villarrica,Biobío,2023-11-16,7.46,Verde
1417,Villarrica,Biobío,2023-11-17,5.89,Verde
1418,Nevados de Chillán,Biobío,2023-11-18,5.74,Verde
1419,Tupungatito,Maule,2023-11-19,4.3,Amarillo
1420,Llaima,Los Lagos,2023-11-20,7.99,Amarillo
1421,Calbuco,Los Lagos,2023-11-21,2.25,Verde
1422,Lonquimay,Biobío,2023-11-22,1.61,Verde
1423,Llaima,Los Lagos,2023-11-23,6.32,Naranja
1424,Osorno,Los Lagos,2023-11-24,4.21,Amarillo
1425,Villarrica,Araucanía,2023-11-25,4.28,Naranja
1426,Villarrica,Biobío,2023-11-26,3.61,Amarillo
1427,Villarrica,Biobío,2023-11-27,3.11,Verde
1428,Tupungatito,Biobío,2023-11-28,6.51,Verde
1429,Llaima,Los Lagos,2023-11-29,1.19,Rojo
1430,Nevados de Chillán,Maule,2023-11-30,4.68,Amarillo
1431,Llaima,Biobío,2023-12-01,6.16,Verde
1432,Nevados de Chillán,Metropolitana,2023-12-02,5.25,Amarillo
1433,Lonquimay,Maule,2023-12-03,3.09,Amarillo
1434,Villarrica,Los Lagos,2023-12-04,5.13,Verde
1435,Osorno,Los Lagos,2023-12-05,4.89,Verde
1436,Llaima,Araucanía,2023-12-06,7.59,Verde
1437,Villarrica,Araucanía,2023-12-07,5.46,Verde
1438,Llaima,Biobío,2023-12-08,6.22,Naranja
1439,Llaima,Araucanía,2023-12-09,1.71,Verde
1440,Llaima,Biobío,2023-12-10,1.41,Rojo
1441,Lonquimay,Los Lagos,2023-12-11,4.28,Naranja
1442,Osorno,Metropolitana,2023-12-12,3.36,Verde
1443,Osorno,Maule,2023-12-13,7.04,Verde
1444,Lonquimay,Araucanía,2023-12-14,3.95,Verde
1445,Villarrica,Biobío,2023-12-15,1.05,Verde
1446,Villarrica,Metropolitana,2023-12-16,3.72,Verde
1447,Villarrica,Metropolitana,2023-12-17,2.15,Amarillo
1448,Calbuco,Biobío,2023-12-18,6.11,Verde
1449,Nevados de Chillán,Araucanía,2023-12-19,1.66,Naranja
1450,Villarrica,Metropolitana,2023-12-20,5.44,Amarillo
1451,Llaima,Los Lagos,2023-12-21,4.16,Amarillo
1452,Llaima,Araucanía,2023-12-22,6.53,Amarillo
1453,Osorno,Biobío,2023-12-23,6.9,Amarillo
1454,Llaima,Maule,2023-12-24,3.5,Amarillo
1455,Villarrica,Maule,2023-12-25,5.42,Naranja
1456,Villarrica,Biobío,2023-12-26,6.82,Amarillo
1457,Llaima,Araucanía,2023-12-27,5.17,Verde
1458,Osorno,Metropolitana,2023-12-28,7.99,Verde
1459,Tupungatito,Biobío,2023-12-29,1.09,Amarillo
1460,Tupungatito,Los Lagos,2023-12-30,5.04,Rojo
1461,Villarrica,Araucanía,2023-12-31,6.98,Rojo
1462,Lonquimay,Los Lagos,2024-01-01,1.48,Amarillo
1463,Nevados de Chillán,Araucanía,2024-01-02,6.11,Verde
1464,Villarrica,Araucanía,2024-01-03,2.06,Verde
1465,Nevados de Chillán,Metropolitana,2024-01-04,4.61,Rojo
1466,Osorno,Metropolitana,2024-01-05,7.75,Verde
1467,Villarrica,Maule,2024-01-06,7.76,Verde
1468,Osorno,Araucanía,2024-01-07,5.02,Verde
1469,Llaima,Araucanía,2024-01-08,2.38,Verde
1470,Calbuco,Metropolitana,2024-01-09,4.32,Amarillo
1471,Calbuco,Maule,2024-01-10,5.87,Amarillo
1472,Nevados de Chillán,Biobío,2024-01-11,1.66,Verde
1473,Calbuco,Metropolitana,2024-01-12,7.35,Verde
1474,Lonquimay,Los Lagos,2024-01-13,2.17,Verde
1475,Villarrica,Maule,2024-01-14,3.58,Amarillo
1476,Llaima,Metropolitana,2024-01-15,7.6,Amarillo
1477,Tupungatito,Araucanía,2024-01-16,2.96,Amarillo
1478,Osorno,Biobío,2024-01-17,6.13,Amarillo
1479,Villarrica,Biobío,2024-01-18,5.65,Naranja
1480,Nevados de Chillán,Metropolitana,2024-01-19,1.99,Verde
1481,Osorno,Araucanía,2024-01-20,3.97,Amarillo
1482,Nevados de Chillán,Maule,2024-01-21,4.58,Rojo
1483,Osorno,Metropolitana,2024-01-22,6.83,Verde
1484,Nevados de Chillán,Maule,2024-01-23,4.52,Verde
1485,Calbuco,Biobío,2024-01-24,3.14,Amarillo
1486,Llaima,Los Lagos,2024-01-25,6.13,Naranja
1487,Osorno,Maule,2024-01-26,5.89,Amarillo
1488,Nevados de Chillán,Araucanía,2024-01-27,6.56,Verde
1489,Tupungatito,Biobío,2024-01-28,3.96,Verde
1490,Llaima,Maule,2024-01-29,5.85,Rojo
1491,Nevados de Chillán,Metropolitana,2024-01-30,2.88,Verde
1492,Osorno,Metropolitana,2024-01-31,2.03,Amarillo
1493,Llaima,Araucanía,2024-02-01,1.26,Naranja
1494,Tupungatito,Metropolitana,2024-02-02,3.82,Naranja
1495,Lonquimay,Araucanía,2024-02-03,4.45,Naranja
1496,Calbuco,Araucanía,2024-02-04,5.67,Amarillo
1497,Tupungatito,Metropolitana,2024-02-05,3.22,Amarillo
1498,Villarrica,Metropolitana,2024-02-06,5.38,Verde
1499,Lonquimay,Metropolitana,2024-02-07,6.33,Amarillo
1500,Osorno,Maule,2024-02-08,6.25,Naranja
1501,Tupungatito,Araucanía,2024-02-09,5.21,Verde
1502,Tupungatito,Maule,2024-02-10,3.79,Rojo
1503,Osorno,Araucanía,2024-02-11,7.45,Verde
1504,Osorno,Araucanía,2024-02-12,4.83,Amarillo
1505,Calbuco,Los Lagos,2024-02-13,7.1,Verde
1506,Llaima,Araucanía,2024-02-14,5.04,Naranja
1507,Nevados de Chillán,Biobío,2024-02-15,2.16,Naranja
1508,Tupungatito,Los Lagos,2024-02-16,5.59,Amarillo
1509,Tupungatito,Araucanía,2024-02-17,4.29,Verde
1510,Calbuco,Maule,2024-02-18,6.95,Verde
1511,Osorno,Araucanía,2024-02-19,4.28,Verde
1512,Osorno,Metropolitana,2024-02-20,2.16,Verde
1513,Tupungatito,Maule,2024-02-21,2.58,Verde
1514,Llaima,Biobío,2024-02-22,5.04,Naranja
1515,Llaima,Metropolitana,2024-02-23,1.18,Verde
1516,Tupungatito,Biobío,2024-02-24,2.96,Naranja
1517,Calbuco,Biobío,2024-02-25,5.41,Verde
1518,Calbuco,Biobío,2024-02-26,5.01,Naranja
1519,Nevados de Chillán,Biobío,2024-02-27,1.47,Amarillo
1520,Nevados de Chillán,Maule,2024-02-28,4.98,Rojo
1521,Tupungatito,Biobío,2024-02-29,4.53,Amarillo
1522,Llaima,Araucanía,2024-03-01,4.96,Rojo
1523,Llaima,Araucanía,2024-03-02,5.43,Verde
1524,Lonquimay,Araucanía,2024-03-03,4.85,Verde
1525,Nevados de Chillán,Metropolitana,2024-03-04,7.45,Verde
1526,Nevados de Chillán,Los Lagos,2024-03-05,5.79,Verde
1527,Osorno,Los Lagos,2024-03-06,6.63,Verde
1528,Nevados de Chillán,Araucanía,2024-03-07,2.99,Amarillo
1529,Osorno,Araucanía,2024-03-08,1.62,Naranja
1530,Tupungatito,Maule,2024-03-09,5.75,Verde
1531,Calbuco,Metropolitana,2024-03-10,1.45,Amarillo
1532,Villarrica,Maule,2024-03-11,5.32,Amarillo
1533,Calbuco,Maule,2024-03-12,2.78,Verde
1534,Nevados de Chillán,Metropolitana,2024-03-13,4.88,Verde
1535,Osorno,Araucanía,2024-03-14,6.67,Naranja
1536,Nevados de Chillán,Araucanía,2024-03-15,5.73,Verde
1537,Villarrica,Los Lagos,2024-03-16,3.41,Amarillo
1538,Llaima,Biobío,2024-03-17,6.74,Verde
1539,Calbuco,Los Lagos,2024-03-18,1.51,Amarillo
1540,Calbuco,Araucanía,2024-03-19,7.74,Rojo
1541,Villarrica,Los Lagos,2024-03-20,2.24,Amarillo
1542,Calbuco,Maule,2024-03-21,4.91,Verde
1543,Lonquimay,Metropolitana,2024-03-22,1.1,Verde
1544,Villarrica,Araucanía,2024-03-23,3.81,Naranja
