Fecha,Magnitud,Profundidad_km,Duracion_seg,Distancia_km,Region,Danos
2012-02-09 10:34:36.138409224,5.5,199.2,85.5,115.3,Aysén,0
2012-02-09 17:00:15.601040064,7.7,513.4,60.1,284.9,Maule,1
2012-02-09 23:25:55.063670904,5.9,407.1,87.4,214.6,Maule,0
2012-02-10 05:51:34.526301752,6.0,170.0,109.4,152.5,Atacama,0
2012-02-10 12:17:13.988932592,4.2,187.2,29.8,393.7,Magallanes,0
2012-02-10 18:42:53.451563432,6.5,346.4,44.9,365.9,Metropolitana,0
2012-02-11 01:08:32.914194272,4.1,296.4,39.2,323.4,Arica y Parinacota,0
2012-02-11 07:34:12.376825120,5.0,207.4,37.1,187.0,Biobío,0
2012-02-11 13:59:51.839455960,8.1,566.2,53.9,114.0,Biobío,1
2012-02-11 20:25:31.302086800,4.2,339.6,63.7,258.4,Aysén,0
2012-02-12 02:51:10.764717640,3.4,460.1,27.9,408.7,Los Lagos,0
2012-02-12 09:16:50.227348488,3.4,136.5,51.0,288.3,Arica y Parinacota,0
2012-02-12 15:42:29.689979328,8.6,375.8,154.2,485.1,Antofagasta,0
2012-02-12 22:08:09.152610168,6.0,226.0,88.7,8.7,Valparaíso,0
2012-02-13 04:33:48.615241008,5.5,370.9,37.3,499.2,Ñuble,0
2012-02-13 10:59:28.077871856,7.9,547.7,107.5,346.0,Los Ríos,0
2012-02-13 17:25:07.540502696,8.0,539.4,87.2,416.5,Aysén,0
2012-02-13 23:50:47.003133536,5.0,251.2,50.8,168.1,O'Higgins,0
2012-02-14 06:16:26.465764384,7.2,487.5,70.4,254.7,Coquimbo,0
2012-02-14 12:42:05.928395224,7.6,659.2,144.0,398.7,Antofagasta,0
2012-02-14 19:07:45.391026064,6.9,439.8,111.3,380.6,Aysén,0
2012-02-15 01:33:24.853656904,3.9,108.1,27.3,167.7,Tarapacá,0
2012-02-15 07:59:04.316287752,8.3,477.4,100.8,162.9,Aysén,1
2012-02-15 14:24:43.778918592,6.2,77.9,60.6,331.7,Ñuble,0
2012-02-15 20:50:23.241549432,4.7,611.1,92.4,466.9,Aysén,0
2012-02-16 03:16:02.704180272,5.6,364.1,110.2,220.0,O'Higgins,0
2012-02-16 09:41:42.166811120,3.2,272.7,31.3,177.1,Maule,0
2012-02-16 16:07:21.629441960,3.8,44.6,39.1,447.4,Metropolitana,0
2012-02-16 22:33:01.092072800,7.6,269.6,106.3,341.8,Valparaíso,0
2012-02-17 04:58:40.554703640,3.0,632.7,36.6,194.7,Los Lagos,0
2012-02-17 11:24:20.017334488,5.5,19.6,45.1,29.6,Ñuble,1
2012-02-17 17:49:59.479965328,6.1,334.9,90.9,361.0,Tarapacá,0
2012-02-18 00:15:38.942596168,3.3,652.2,33.0,177.1,Tarapacá,0
2012-02-18 06:41:18.405227008,8.8,279.4,130.3,36.2,Valparaíso,1
2012-02-18 13:06:57.867857856,4.4,302.6,47.3,306.5,Los Ríos,0
2012-02-18 19:32:37.330488696,4.8,407.1,74.4,162.2,Biobío,0
2012-02-19 01:58:16.793119536,4.8,326.7,72.1,169.9,Maule,0
2012-02-19 08:23:56.255750376,4.4,122.2,55.6,240.1,Maule,0
2012-02-19 14:49:35.718381224,3.0,17.9,46.7,359.0,Maule,0
2012-02-19 21:15:15.181012064,7.4,428.8,88.2,138.9,La Araucanía,1
2012-02-20 03:40:54.643642904,8.8,645.0,59.3,41.4,Antofagasta,1
2012-02-20 10:06:34.106273744,4.3,78.9,33.2,212.8,Los Ríos,0
2012-02-20 16:32:13.568904592,7.0,151.6,60.8,28.4,Los Lagos,1
2012-02-20 22:57:53.031535432,7.5,262.3,44.6,348.9,Antofagasta,0
2012-02-21 05:23:32.494166272,8.1,567.1,126.9,479.7,Maule,0
2012-02-21 11:49:11.956797112,5.5,192.1,57.8,329.7,Coquimbo,0
2012-02-21 18:14:51.419427960,4.8,618.0,30.7,138.4,Magallanes,0
2012-02-22 00:40:30.882058800,5.0,43.2,86.5,91.7,Antofagasta,0
2012-02-22 07:06:10.344689640,7.3,659.0,111.4,117.2,Metropolitana,1
2012-02-22 13:31:49.807320480,7.9,394.7,93.1,111.6,Valparaíso,0
2012-02-22 19:57:29.269951328,4.1,462.9,35.7,157.6,Ñuble,0
2012-02-23 02:23:08.732582168,5.2,260.5,37.8,49.6,Antofagasta,0
2012-02-23 08:48:48.195213008,8.4,548.5,99.8,448.0,Valparaíso,1
2012-02-23 15:14:27.657843856,7.8,120.8,142.6,442.7,Ñuble,0
2012-02-23 21:40:07.120474696,8.9,39.0,69.7,308.0,Maule,1
2012-02-24 04:05:46.583105536,7.5,279.9,101.5,31.9,Tarapacá,1
2012-02-24 10:31:26.045736376,5.4,598.3,104.9,402.2,La Araucanía,0
2012-02-24 16:57:05.508367224,6.5,529.7,94.6,31.8,Coquimbo,0
2012-02-24 23:22:44.970998064,7.0,364.4,81.2,54.1,Ñuble,0
2012-02-25 05:48:24.433628904,3.5,402.6,55.1,163.3,Coquimbo,0
2012-02-25 12:14:03.896259744,6.3,95.3,109.4,216.3,Valparaíso,0
2012-02-25 18:39:43.358890592,7.3,589.3,101.2,177.6,Tarapacá,1
2012-02-26 01:05:22.821521432,4.0,551.9,72.3,83.4,Valparaíso,0
2012-02-26 07:31:02.284152272,7.7,461.2,97.9,57.0,Arica y Parinacota,0
2012-02-26 13:56:41.746783112,6.5,329.0,113.4,429.8,Biobío,0
2012-02-26 20:22:21.209413960,8.7,675.3,167.7,182.2,Los Lagos,0
2012-02-27 02:48:00.672044800,3.3,615.9,41.3,110.1,Magallanes,0
2012-02-27 09:13:40.134675640,4.6,452.9,64.7,244.0,Ñuble,0
2012-02-27 15:39:19.597306480,6.6,263.4,93.3,19.4,Metropolitana,1
2012-02-27 22:04:59.059937328,4.8,434.5,80.3,300.5,Arica y Parinacota,0
2012-02-28 04:30:38.522568168,7.3,404.9,126.6,125.0,Tarapacá,1
2012-02-28 10:56:17.985199008,7.6,279.0,41.1,299.5,Atacama,1
2012-02-28 17:21:57.447829848,3.6,218.1,57.6,307.4,Coquimbo,0
2012-02-28 23:47:36.910460696,6.1,287.9,102.2,404.8,Ñuble,0
2012-02-29 06:13:16.373091536,6.1,403.9,94.6,115.7,Arica y Parinacota,0
2012-02-29 12:38:55.835722376,5.2,302.6,81.7,232.3,Arica y Parinacota,0
2012-02-29 19:04:35.298353216,8.6,188.2,48.3,481.0,Biobío,0
2012-03-01 01:30:14.760984064,8.0,533.9,93.0,363.8,Coquimbo,1
2012-03-01 07:55:54.223614904,7.2,374.4,124.4,487.7,Valparaíso,0
2012-03-01 14:21:33.686245744,7.3,52.0,138.8,463.8,Antofagasta,0
2012-03-01 20:47:13.148876584,5.8,261.0,49.0,305.8,Aysén,0
2012-03-02 03:12:52.611507432,8.5,620.0,116.3,132.7,Los Ríos,1
2012-03-02 09:38:32.074138272,7.2,529.9,122.9,378.7,Coquimbo,0
2012-03-02 16:04:11.536769112,7.4,229.7,120.5,349.4,Tarapacá,0
2012-03-02 22:29:50.999399952,8.2,657.0,117.1,294.9,O'Higgins,0
2012-03-03 04:55:30.462030800,4.6,58.2,24.3,349.2,Antofagasta,0
2012-03-03 11:21:09.924661640,7.8,673.1,123.7,307.2,Biobío,0
2012-03-03 17:46:49.387292480,4.2,175.8,69.7,260.2,Antofagasta,0
2012-03-04 00:12:28.849923320,5.1,11.3,80.8,208.6,Maule,0
2012-03-04 06:38:08.312554168,5.0,306.5,82.4,23.3,Atacama,0
2012-03-04 13:03:47.775185008,8.9,254.5,102.0,433.0,Ñuble,0
2012-03-04 19:29:27.237815848,8.1,379.7,161.2,432.9,Los Lagos,0
2012-03-05 01:55:06.700446696,7.2,558.8,119.2,297.4,Antofagasta,0
2012-03-05 08:20:46.163077536,7.4,590.5,101.2,134.7,Coquimbo,1
2012-03-05 14:46:25.625708376,6.4,283.9,121.7,15.0,Magallanes,1
2012-03-05 21:12:05.088339216,8.7,303.7,162.0,1.7,Valparaíso,1
2012-03-06 03:37:44.550970064,6.0,108.0,103.3,37.4,Los Lagos,0
2012-03-06 10:03:24.013600904,5.3,38.0,71.3,180.6,Los Ríos,0
2012-03-06 16:29:03.476231744,4.0,450.6,51.6,95.0,Ñuble,0
2012-03-06 22:54:42.938862584,7.7,49.8,76.5,133.3,Aysén,1
2012-03-07 05:20:22.401493432,7.4,515.0,64.8,350.1,Arica y Parinacota,0
2012-03-07 11:46:01.864124272,5.3,379.7,67.2,479.6,Metropolitana,0
2012-03-07 18:11:41.326755112,3.2,143.0,43.7,104.2,Biobío,0
2012-03-08 00:37:20.789385952,8.0,380.0,69.3,233.4,Atacama,0
2012-03-08 07:03:00.252016800,3.1,132.2,58.4,495.7,Maule,0
2012-03-08 13:28:39.714647640,7.2,309.9,96.2,465.9,Tarapacá,0
2012-03-08 19:54:19.177278480,8.8,560.7,113.5,176.8,Biobío,1
2012-03-09 02:19:58.639909320,5.6,326.0,64.6,160.5,Magallanes,0
2012-03-09 08:45:38.102540168,4.4,108.3,25.8,121.8,Tarapacá,0
2012-03-09 15:11:17.565171008,7.2,508.1,131.3,78.5,Ñuble,1
2012-03-09 21:36:57.027801848,7.9,134.8,77.1,230.6,Tarapacá,1
2012-03-10 04:02:36.490432688,6.3,518.3,92.2,171.2,Ñuble,1
2012-03-10 10:28:15.953063536,8.8,338.1,124.2,372.7,La Araucanía,1
2012-03-10 16:53:55.415694376,3.3,320.4,45.4,119.2,Magallanes,0
2012-03-10 23:19:34.878325216,6.0,596.7,77.3,368.4,Ñuble,0
2012-03-11 05:45:14.340956056,7.3,497.5,56.4,144.8,Los Ríos,0
2012-03-11 12:10:53.803586904,8.2,27.9,75.5,296.8,O'Higgins,1
2012-03-11 18:36:33.266217744,4.1,210.8,52.7,319.6,Tarapacá,0
2012-03-12 01:02:12.728848584,7.8,610.3,131.4,336.2,Magallanes,0
2012-03-12 07:27:52.191479424,6.3,17.7,72.3,88.5,Atacama,0
2012-03-12 13:53:31.654110272,5.4,384.0,43.5,142.1,Ñuble,0
2012-03-12 20:19:11.116741112,3.8,510.8,24.0,123.8,Biobío,0
2012-03-13 02:44:50.579371952,8.2,437.2,122.6,288.5,Arica y Parinacota,0
2012-03-13 09:10:30.042002792,3.9,533.6,44.3,38.8,Atacama,0
2012-03-13 15:36:09.504633640,4.9,509.4,33.7,259.6,Valparaíso,0
2012-03-13 22:01:48.967264480,4.7,486.0,71.0,44.6,Valparaíso,0
2012-03-14 04:27:28.429895320,8.2,576.0,66.5,169.2,Antofagasta,1
2012-03-14 10:53:07.892526168,7.0,453.8,88.4,343.7,La Araucanía,0
2012-03-14 17:18:47.355157008,7.8,284.7,74.8,206.9,Maule,0
2012-03-14 23:44:26.817787848,4.5,333.0,85.4,140.9,Coquimbo,0
2012-03-15 06:10:06.280418688,6.7,503.1,56.4,308.3,Aysén,0
2012-03-15 12:35:45.743049536,6.4,614.0,72.3,370.4,Maule,0
2012-03-15 19:01:25.205680376,8.0,194.2,155.1,128.0,Los Ríos,1
2012-03-16 01:27:04.668311216,8.4,242.7,82.2,150.4,Tarapacá,1
2012-03-16 07:52:44.130942056,3.1,651.9,45.5,320.5,Antofagasta,0
2012-03-16 14:18:23.593572904,7.0,407.1,68.3,482.6,La Araucanía,0
2012-03-16 20:44:03.056203744,3.3,129.4,22.0,107.7,Metropolitana,0
2012-03-17 03:09:42.518834584,6.3,466.3,90.8,327.5,Coquimbo,0
2012-03-17 09:35:21.981465424,4.7,693.6,88.1,453.4,Los Lagos,0
2012-03-17 16:01:01.444096272,4.8,577.3,56.6,231.5,La Araucanía,0
2012-03-17 22:26:40.906727112,5.1,523.3,73.4,159.1,Maule,0
2012-03-18 04:52:20.369357952,6.7,149.6,94.7,333.8,Tarapacá,0
2012-03-18 11:17:59.831988792,5.0,613.9,56.1,16.7,Maule,0
2012-03-18 17:43:39.294619640,7.4,370.4,105.3,180.7,Los Ríos,1
2012-03-19 00:09:18.757250480,5.4,623.1,48.0,129.7,Biobío,0
2012-03-19 06:34:58.219881320,3.4,234.2,36.3,113.1,Los Ríos,0
2012-03-19 13:00:37.682512160,7.7,48.1,89.6,90.7,O'Higgins,0
2012-03-19 19:26:17.145143008,4.7,335.8,84.4,368.8,Coquimbo,0
2012-03-20 01:51:56.607773848,5.6,192.5,57.3,477.6,Aysén,0
2012-03-20 08:17:36.070404688,7.1,502.1,103.1,193.0,Los Lagos,1
2012-03-20 14:43:15.533035528,5.0,670.2,41.0,25.5,Arica y Parinacota,0
2012-03-20 21:08:54.995666376,3.3,485.2,29.0,359.7,Los Ríos,0
2012-03-21 03:34:34.458297216,5.2,621.4,76.6,269.6,Biobío,0
2012-03-21 10:00:13.920928056,8.7,319.9,143.0,362.1,Ñuble,1
2012-03-21 16:25:53.383558896,6.9,541.3,82.3,324.3,Arica y Parinacota,0
2012-03-21 22:51:32.846189744,7.0,590.9,70.2,452.8,Los Ríos,0
2012-03-22 05:17:12.308820584,6.8,499.1,126.8,71.1,La Araucanía,0
2012-03-22 11:42:51.771451424,4.2,357.9,29.6,85.4,Metropolitana,0
2012-03-22 18:08:31.234082264,5.5,440.0,87.0,171.4,Tarapacá,0
2012-03-23 00:34:10.696713112,7.5,491.9,115.1,246.2,Arica y Parinacota,0
2012-03-23 06:59:50.159343952,3.6,180.9,55.3,462.9,Aysén,0
2012-03-23 13:25:29.621974792,4.7,567.7,89.4,453.6,Biobío,0
2012-03-23 19:51:09.084605632,4.7,665.5,74.8,436.1,Antofagasta,0
2012-03-24 02:16:48.547236480,5.6,328.3,53.3,112.0,Tarapacá,0
2012-03-24 08:42:28.009867320,8.9,492.2,91.7,365.1,Antofagasta,0
2012-03-24 15:08:07.472498160,3.4,517.2,36.9,192.4,Maule,0
2012-03-24 21:33:46.935129008,6.1,465.3,33.3,465.7,Maule,0
2012-03-25 03:59:26.397759848,4.1,385.2,76.7,108.1,Los Lagos,0
2012-03-25 10:25:05.860390688,8.8,617.7,53.7,71.5,Maule,1
2012-03-25 16:50:45.323021528,3.7,317.0,57.3,421.4,Valparaíso,0
2012-03-25 23:16:24.785652376,5.4,47.5,86.1,358.7,Los Ríos,0
2012-03-26 05:42:04.248283216,7.4,592.0,130.7,410.9,Biobío,0
2012-03-26 12:07:43.710914056,7.2,473.4,95.8,79.8,Los Ríos,1
2012-03-26 18:33:23.173544896,5.5,595.2,87.3,442.5,Antofagasta,0
2012-03-27 00:59:02.636175744,5.1,101.3,48.7,339.1,Valparaíso,0
2012-03-27 07:24:42.098806584,5.4,26.4,87.4,326.1,Magallanes,0
2012-03-27 13:50:21.561437424,4.6,654.4,46.7,291.7,Biobío,0
2012-03-27 20:16:01.024068264,4.2,107.7,77.9,382.7,Antofagasta,0
2012-03-28 02:41:40.486699112,5.9,567.7,44.0,208.4,O'Higgins,0
2012-03-28 09:07:19.949329952,4.6,577.1,44.8,67.3,La Araucanía,0
2012-03-28 15:32:59.411960792,4.7,497.6,58.7,270.1,Coquimbo,0
2012-03-28 21:58:38.874591632,6.9,96.2,114.8,374.3,Tarapacá,0
2012-03-29 04:24:18.337222480,8.8,468.8,142.8,77.7,Coquimbo,1
2012-03-29 10:49:57.799853320,6.6,622.9,53.9,112.8,Los Lagos,1
2012-03-29 17:15:37.262484160,3.5,300.7,25.1,348.6,Magallanes,0
2012-03-29 23:41:16.725115000,3.5,292.4,33.5,135.6,Antofagasta,0
2012-03-30 06:06:56.187745848,8.7,312.8,106.6,85.8,Tarapacá,1
2012-03-30 12:32:35.650376688,4.8,62.2,62.8,444.8,Ñuble,0
2012-03-30 18:58:15.113007528,3.6,625.0,41.2,81.3,Ñuble,0
2012-03-31 01:23:54.575638368,6.6,609.1,98.6,172.7,O'Higgins,1
2012-03-31 07:49:34.038269216,6.7,698.5,76.5,214.8,La Araucanía,0
2012-03-31 14:15:13.500900056,6.9,411.7,132.4,238.6,Maule,0
2012-03-31 20:40:52.963530896,4.6,527.1,41.0,181.3,Antofagasta,0
2012-04-01 03:06:32.426161736,3.1,145.9,44.7,456.4,Biobío,0
2012-04-01 09:32:11.888792584,8.8,468.9,124.7,329.7,Los Ríos,1
2012-04-01 15:57:51.351423424,4.5,456.6,41.5,180.4,Ñuble,0
2012-04-01 22:23:30.814054264,7.1,631.3,79.3,179.5,Atacama,1
2012-04-02 04:49:10.276685104,7.2,582.4,75.5,252.0,Metropolitana,1
2012-04-02 11:14:49.739315952,6.7,657.2,50.8,17.8,Metropolitana,0
2012-04-02 17:40:29.201946792,4.9,608.8,59.6,463.4,Aysén,0
2012-04-03 00:06:08.664577632,4.6,608.7,49.7,112.4,Tarapacá,0
2012-04-03 06:31:48.127208480,6.6,49.3,50.7,349.1,Los Ríos,0
2012-04-03 12:57:27.589839320,8.2,592.9,96.3,389.1,Arica y Parinacota,1
2012-04-03 19:23:07.052470160,8.7,427.2,98.6,413.9,Antofagasta,1
2012-04-04 01:48:46.515101000,3.6,269.4,25.1,83.7,Tarapacá,0
2012-04-04 08:14:25.977731848,3.9,44.3,27.2,268.8,O'Higgins,0
2012-04-04 14:40:05.440362688,8.7,476.0,128.0,42.8,Biobío,1
2012-04-04 21:05:44.902993528,7.4,233.1,115.4,402.6,Coquimbo,1
2012-04-05 03:31:24.365624368,8.3,330.1,158.7,243.7,Los Lagos,1
2012-04-05 09:57:03.828255216,4.2,478.8,26.5,80.1,Maule,0
2012-04-05 16:22:43.290886056,6.5,638.7,44.0,359.6,Metropolitana,0
2012-04-05 22:48:22.753516896,7.2,578.7,41.6,166.3,La Araucanía,0
2012-04-06 05:14:02.216147736,7.1,318.2,92.2,58.1,Arica y Parinacota,1
2012-04-06 11:39:41.678778584,5.4,274.5,77.4,231.1,Valparaíso,0
2012-04-06 18:05:21.141409424,3.1,171.6,34.3,118.4,Atacama,0
2012-04-07 00:31:00.604040264,6.5,263.8,110.3,475.2,Ñuble,0
2012-04-07 06:56:40.066671104,4.5,82.2,68.9,181.3,Los Lagos,0
2012-04-07 13:22:19.529301952,5.7,679.9,112.8,286.7,Arica y Parinacota,0
2012-04-07 19:47:58.991932792,8.7,403.9,61.5,474.2,Tarapacá,0
2012-04-08 02:13:38.454563632,5.4,93.8,31.7,197.5,Arica y Parinacota,0
2012-04-08 08:39:17.917194472,8.0,250.2,73.0,179.7,Ñuble,1
2012-04-08 15:04:57.379825320,4.1,385.2,21.7,82.0,Coquimbo,0
2012-04-08 21:30:36.842456160,7.0,375.4,132.9,469.2,Coquimbo,0
2012-04-09 03:56:16.305087000,8.9,29.7,85.1,400.6,Atacama,1
2012-04-09 10:21:55.767717840,3.6,665.8,47.8,111.3,Arica y Parinacota,0
2012-04-09 16:47:35.230348688,3.0,196.4,29.3,167.0,Los Lagos,0
2012-04-09 23:13:14.692979528,5.6,16.2,48.6,457.5,Arica y Parinacota,0
2012-04-10 05:38:54.155610368,3.6,58.1,26.2,269.1,Magallanes,0
2012-04-10 12:04:33.618241208,7.5,408.2,73.5,278.6,Los Lagos,0
2012-04-10 18:30:13.080872056,8.5,100.8,121.0,324.4,La Araucanía,0
2012-04-11 00:55:52.543502896,5.6,34.0,109.6,381.3,Aysén,0
2012-04-11 07:21:32.006133736,4.6,268.8,61.5,469.7,Los Lagos,0
2012-04-11 13:47:11.468764576,5.6,437.8,72.7,401.3,Metropolitana,0
2012-04-11 20:12:50.931395424,7.3,82.7,40.4,467.3,Ñuble,0
2012-04-12 02:38:30.394026264,3.1,222.8,54.6,410.5,Aysén,0
2012-04-12 09:04:09.856657104,6.5,295.3,36.9,24.2,Maule,1
2012-04-12 15:29:49.319287952,6.7,115.8,124.6,59.6,Metropolitana,0
2012-04-12 21:55:28.781918792,6.8,356.7,88.9,442.6,Atacama,0
2012-04-13 04:21:08.244549632,4.5,64.2,33.9,14.8,Atacama,0
2012-04-13 10:46:47.707180472,7.3,37.3,86.0,397.3,Aysén,0
2012-04-13 17:12:27.169811320,3.5,366.3,69.7,425.1,Maule,0
2012-04-13 23:38:06.632442160,4.2,177.3,40.2,208.3,Biobío,0
2012-04-14 06:03:46.095073008,8.3,71.3,75.0,178.1,Valparaíso,0
2012-04-14 12:29:25.557703840,7.4,299.6,50.1,98.0,Ñuble,1
2012-04-14 18:55:05.020334688,3.1,641.0,43.3,25.4,Biobío,0
2012-04-15 01:20:44.482965520,4.5,508.3,28.5,372.9,Biobío,0
2012-04-15 07:46:23.945596368,4.3,571.9,70.9,37.8,Los Lagos,0
2012-04-15 14:12:03.408227216,4.6,611.0,86.4,472.4,Tarapacá,0
2012-04-15 20:37:42.870858048,4.5,681.0,85.4,149.1,Aysén,0
2012-04-16 03:03:22.333488896,3.4,535.5,22.5,397.3,Los Ríos,0
2012-04-16 09:29:01.796119744,5.8,427.8,77.6,30.8,Arica y Parinacota,0
2012-04-16 15:54:41.258750576,7.4,259.0,47.8,268.6,Valparaíso,0
2012-04-16 22:20:20.721381424,6.6,131.2,89.6,175.2,La Araucanía,0
2012-04-17 04:46:00.184012256,7.0,482.2,120.6,16.0,Arica y Parinacota,0
2012-04-17 11:11:39.646643104,3.5,696.5,45.7,328.2,Antofagasta,0
2012-04-17 17:37:19.109273952,8.7,329.8,157.3,471.6,Valparaíso,0
2012-04-18 00:02:58.571904784,8.0,508.0,136.2,6.4,Los Ríos,1
2012-04-18 06:28:38.034535632,7.8,349.1,71.4,135.9,Coquimbo,1
2012-04-18 12:54:17.497166480,7.9,305.2,114.2,352.1,Maule,0
2012-04-18 19:19:56.959797312,8.6,290.2,44.0,435.8,Magallanes,1
2012-04-19 01:45:36.422428160,6.3,355.7,68.9,96.2,Valparaíso,0
2012-04-19 08:11:15.885058992,4.2,260.0,36.0,36.3,Aysén,0
2012-04-19 14:36:55.347689840,6.7,525.4,127.7,5.3,Antofagasta,0
2012-04-19 21:02:34.810320688,7.5,612.6,83.1,108.4,Ñuble,0
2012-04-20 03:28:14.272951520,7.4,618.6,109.6,36.6,Atacama,0
2012-04-20 09:53:53.735582368,6.1,163.3,97.5,180.3,Coquimbo,0
2012-04-20 16:19:33.198213216,3.4,627.7,56.4,220.6,Atacama,0
2012-04-20 22:45:12.660844048,5.2,242.4,83.4,240.5,Antofagasta,0
2012-04-21 05:10:52.123474896,8.5,220.0,79.4,72.0,Maule,1
2012-04-21 11:36:31.586105728,6.5,510.1,99.4,232.5,Biobío,0
2012-04-21 18:02:11.048736576,6.2,216.8,82.1,5.5,Aysén,0
2012-04-22 00:27:50.511367424,4.6,41.8,64.2,120.5,Aysén,0
2012-04-22 06:53:29.973998256,5.2,264.7,26.1,185.2,Magallanes,0
2012-04-22 13:19:09.436629104,8.4,506.4,74.5,60.1,Los Ríos,1
2012-04-22 19:44:48.899259952,7.0,232.2,132.7,407.2,Maule,0
2012-04-23 02:10:28.361890784,7.7,442.5,72.0,101.4,La Araucanía,0
2012-04-23 08:36:07.824521632,5.7,463.8,66.0,377.7,Coquimbo,0
2012-04-23 15:01:47.287152480,6.8,514.9,53.0,237.5,Arica y Parinacota,0
2012-04-23 21:27:26.749783312,4.5,628.5,31.9,240.4,Arica y Parinacota,0
2012-04-24 03:53:06.212414160,7.2,305.6,58.5,323.0,La Araucanía,0
2012-04-24 10:18:45.675044992,5.6,120.7,74.5,23.1,Los Lagos,0
2012-04-24 16:44:25.137675840,5.7,226.7,107.1,40.3,Metropolitana,0
2012-04-24 23:10:04.600306688,6.9,305.4,68.3,164.1,Antofagasta,0
2012-04-25 05:35:44.062937520,8.6,501.2,84.7,209.0,O'Higgins,1
2012-04-25 12:01:23.525568368,3.4,14.1,45.8,215.5,Valparaíso,0
2012-04-25 18:27:02.988199216,7.9,224.5,81.8,338.8,Aysén,1
2012-04-26 00:52:42.450830048,4.8,547.0,89.5,1.4,Valparaíso,0
2012-04-26 07:18:21.913460896,5.7,471.2,60.8,479.6,Valparaíso,0
2012-04-26 13:44:01.376091728,3.1,513.6,38.3,88.1,Magallanes,0
2012-04-26 20:09:40.838722576,4.8,569.2,62.4,125.1,Valparaíso,0
2012-04-27 02:35:20.301353424,6.0,549.3,100.4,452.9,Antofagasta,0
2012-04-27 09:00:59.763984256,3.3,479.1,44.4,3.7,Valparaíso,0
2012-04-27 15:26:39.226615104,5.9,310.6,50.7,495.7,Antofagasta,0
2012-04-27 21:52:18.689245952,8.6,688.6,59.0,18.9,Coquimbo,1
2012-04-28 04:17:58.151876784,3.6,400.5,68.6,61.2,Magallanes,0
2012-04-28 10:43:37.614507632,7.6,145.9,129.4,120.8,Arica y Parinacota,1
2012-04-28 17:09:17.077138464,5.5,208.5,29.4,219.9,Tarapacá,0
2012-04-28 23:34:56.539769312,6.9,487.0,119.5,259.7,Tarapacá,1
2012-04-29 06:00:36.002400160,4.6,647.7,63.8,53.3,La Araucanía,0
2012-04-29 12:26:15.465030992,4.0,129.2,51.1,37.8,Maule,0
2012-04-29 18:51:54.927661840,4.0,62.2,20.7,16.9,Coquimbo,0
2012-04-30 01:17:34.390292688,3.4,617.7,56.8,129.1,Arica y Parinacota,0
2012-04-30 07:43:13.852923520,4.1,641.1,32.7,460.8,La Araucanía,0
2012-04-30 14:08:53.315554368,7.0,197.1,111.4,195.5,Tarapacá,0
2012-04-30 20:34:32.778185200,8.3,267.2,43.5,382.2,Los Ríos,1
2012-05-01 03:00:12.240816048,7.9,463.8,133.9,95.9,Valparaíso,0
2012-05-01 09:25:51.703446896,7.1,234.3,38.0,33.3,Valparaíso,0
2012-05-01 15:51:31.166077728,3.7,614.6,31.6,277.6,Tarapacá,0
2012-05-01 22:17:10.628708576,4.7,79.8,42.4,411.2,Magallanes,0
2012-05-02 04:42:50.091339424,4.9,31.4,36.1,449.3,Antofagasta,0
2012-05-02 11:08:29.553970256,4.5,149.9,55.0,273.6,Atacama,0
2012-05-02 17:34:09.016601104,6.1,203.8,56.5,147.7,Ñuble,0
2012-05-02 23:59:48.479231952,6.2,83.5,123.4,55.6,Magallanes,1
2012-05-03 06:25:27.941862784,5.1,50.7,69.9,334.2,Los Ríos,0
2012-05-03 12:51:07.404493632,5.1,530.1,68.8,140.9,Arica y Parinacota,0
2012-05-03 19:16:46.867124464,8.0,119.2,66.5,422.1,La Araucanía,0
2012-05-04 01:42:26.329755312,7.7,640.2,85.7,303.0,Ñuble,0
2012-05-04 08:08:05.792386160,4.8,260.8,32.9,429.6,Biobío,0
2012-05-04 14:33:45.255016992,8.5,471.1,139.7,283.8,Aysén,0
2012-05-04 20:59:24.717647840,8.7,161.7,86.7,386.1,Tarapacá,1
2012-05-05 03:25:04.180278688,5.0,172.0,81.4,147.9,Metropolitana,0
2012-05-05 09:50:43.642909520,5.1,404.4,53.9,252.0,Valparaíso,0
2012-05-05 16:16:23.105540368,6.0,394.6,119.0,10.7,Magallanes,0
2012-05-05 22:42:02.568171200,8.6,539.3,65.1,304.3,Coquimbo,0
2012-05-06 05:07:42.030802048,8.3,531.7,41.7,267.3,O'Higgins,0
2012-05-06 11:33:21.493432896,3.6,471.1,50.1,377.9,Antofagasta,0
2012-05-06 17:59:00.956063728,5.4,317.1,104.2,364.7,Los Lagos,0
2012-05-07 00:24:40.418694576,6.3,624.0,92.6,314.2,Aysén,0
2012-05-07 06:50:19.881325424,6.0,437.7,37.7,29.3,Biobío,0
2012-05-07 13:15:59.343956256,4.2,693.2,55.1,451.6,Aysén,0
2012-05-07 19:41:38.806587104,8.2,574.5,152.9,10.0,Magallanes,1
2012-05-08 02:07:18.269217936,7.1,35.8,36.2,401.8,La Araucanía,0
2012-05-08 08:32:57.731848784,8.0,227.8,60.0,240.2,Los Ríos,1
2012-05-08 14:58:37.194479632,8.2,402.5,141.2,409.2,O'Higgins,0
2012-05-08 21:24:16.657110464,7.5,506.4,138.1,233.1,Coquimbo,1
2012-05-09 03:49:56.119741312,5.6,387.5,87.4,323.8,Biobío,0
